timestamp, L1_m, F1_m3ph, F2_m3ph, price_EUR_per_kWh, pump_freqs_Hz
2024-11-15 00:15:00, 2.385, 5818.1, 5335.2, 0.0029, [0:0.0, 1:50.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-21 05:00:00, 0.404, 4413.9, 4890.3, 0.0088, [0:48.8, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:48.8]
2024-11-21 05:15:00, 0.731, 4434.5, 4975.8, 0.0088, [0:0.0, 1:49.0, 2:0.0, 3:49.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-21 05:30:00, 0.628, 4317.0, 4927.2, 0.0088, [0:0.0, 1:48.9, 2:0.0, 3:48.9, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-21 05:45:00, 0.527, 4292.0, 1589.3, 0.0088, [0:0.0, 1:48.4, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-21 06:00:00, 0.705, 4231.1, 4875.7, 0.0089, [0:48.7, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:48.7, 6:0.0, 7:0.0]
2024-11-21 06:15:00, 0.594, 4351.4, 4835.6, 0.0089, [0:48.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:48.6, 6:0.0, 7:0.0]
2024-11-21 06:30:00, 0.536, 4465.8, 1587.2, 0.0089, [0:48.4, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-21 06:45:00, 0.739, 4451.0, 4813.1, 0.0089, [0:0.0, 1:48.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:48.6]
2024-11-21 07:00:00, 0.704, 4459.0, 4468.8, 0.0519, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 07:15:00, 0.722, 4712.7, 4468.8, 0.0519, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 07:30:00, 0.781, 5042.1, 4468.8, 0.0519, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 07:45:00, 0.872, 5425.2, 4468.8, 0.0519, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 08:00:00, 0.977, 5685.2, 4468.8, 0.1130, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 08:15:00, 1.080, 5844.1, 4468.8, 0.1130, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 08:30:00, 1.181, 6035.7, 4468.8, 0.1130, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 08:45:00, 1.279, 6151.0, 4468.8, 0.1130, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 09:00:00, 1.370, 6148.9, 4468.8, 0.1012, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 09:15:00, 1.455, 6225.2, 4468.8, 0.1012, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 09:30:00, 1.542, 6540.1, 4468.8, 0.1012, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 09:45:00, 1.643, 7174.4, 4468.8, 0.1012, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 10:00:00, 1.757, 7637.5, 4468.8, 0.0626, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 10:15:00, 1.868, 7557.8, 4468.8, 0.0626, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 10:30:00, 1.972, 7707.3, 4468.8, 0.0626, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 10:45:00, 2.074, 7828.0, 4468.8, 0.0626, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 11:00:00, 2.175, 8052.3, 4468.8, 0.0360, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 11:15:00, 2.262, 8967.2, 6043.2, 0.0360, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.8, 6:0.0, 7:47.8]
2024-11-21 11:30:00, 2.337, 8944.4, 6179.6, 0.0360, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:48.1, 6:0.0, 7:48.1]
2024-11-21 11:45:00, 2.407, 9042.4, 6313.0, 0.0360, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:48.4, 6:0.0, 7:48.4]
2024-11-21 12:00:00, 2.471, 8977.9, 6479.1, 0.0343, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:48.7, 6:0.0, 7:48.7]
2024-11-21 12:15:00, 2.529, 9037.4, 6597.9, 0.0343, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:49.0, 6:0.0, 7:49.0]
2024-11-21 12:30:00, 2.587, 9246.7, 6723.5, 0.0343, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:49.2, 6:0.0, 7:49.2]
2024-11-21 12:45:00, 2.643, 9337.6, 6849.2, 0.0343, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:49.5, 6:0.0, 7:49.5]
2024-11-21 13:00:00, 2.694, 9193.6, 7069.6, 0.0287, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 13:15:00, 2.739, 9180.7, 7069.6, 0.0287, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 13:30:00, 2.783, 9053.0, 7069.6, 0.0287, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 13:45:00, 2.826, 9253.5, 7069.6, 0.0287, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 14:00:00, 2.873, 9523.6, 7069.6, 0.0328, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 14:15:00, 2.915, 8795.8, 7069.6, 0.0328, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 14:30:00, 2.950, 8866.0, 7069.6, 0.0328, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 14:45:00, 2.985, 8918.3, 7069.6, 0.0328, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 15:00:00, 3.021, 8905.7, 7069.6, 0.0410, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 15:15:00, 3.054, 8823.4, 7069.6, 0.0410, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 15:30:00, 3.087, 8784.6, 7069.6, 0.0410, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 15:45:00, 3.119, 8762.8, 7069.6, 0.0410, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 16:00:00, 3.149, 8720.5, 6990.4, 0.0691, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:49.8, 6:0.0, 7:49.8]
2024-11-21 16:15:00, 3.179, 8709.3, 7069.6, 0.0691, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 16:30:00, 3.208, 8690.5, 7069.6, 0.0691, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 16:45:00, 3.236, 8635.2, 7069.6, 0.0691, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 17:00:00, 3.264, 8616.2, 7069.6, 0.0690, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 17:15:00, 3.292, 8730.9, 7069.6, 0.0690, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 17:30:00, 3.320, 8673.8, 7069.6, 0.0690, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 17:45:00, 3.347, 8716.3, 7069.6, 0.0690, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 18:00:00, 3.375, 8747.7, 7069.6, 0.1346, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 18:15:00, 3.404, 8733.7, 7069.6, 0.1346, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 18:30:00, 3.430, 8675.5, 7069.6, 0.1346, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 18:45:00, 3.457, 8653.0, 7069.6, 0.1346, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 19:00:00, 3.484, 8770.0, 7069.6, 0.1770, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 19:15:00, 3.513, 9016.9, 7069.6, 0.1770, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 19:30:00, 3.544, 9015.2, 7069.6, 0.1770, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 19:45:00, 3.575, 9023.4, 7069.6, 0.1770, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 20:00:00, 3.605, 8959.8, 7069.6, 0.1869, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 20:15:00, 3.633, 8833.2, 7069.6, 0.1869, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 20:30:00, 3.660, 8777.3, 7069.6, 0.1869, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 20:45:00, 3.686, 8748.5, 7069.6, 0.1869, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 21:00:00, 3.713, 8885.2, 7069.6, 0.1196, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 21:15:00, 3.741, 9094.3, 7069.6, 0.1196, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 21:30:00, 3.771, 9066.4, 7069.6, 0.1196, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 21:45:00, 3.801, 9018.4, 7069.6, 0.1196, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 22:00:00, 3.830, 9202.6, 7069.6, 0.1091, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 22:15:00, 3.863, 9402.1, 7069.6, 0.1091, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 22:30:00, 3.897, 9414.0, 7069.6, 0.1091, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 22:45:00, 3.930, 9436.6, 7069.6, 0.1091, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 23:00:00, 3.962, 9539.1, 8471.3, 0.0585, [0:49.3, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:49.3, 6:0.0, 7:49.3]
2024-11-21 23:15:00, 3.979, 9625.6, 8381.9, 0.0585, [0:49.2, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:49.2, 6:0.0, 7:49.2]
2024-11-21 23:30:00, 3.996, 9624.1, 8423.9, 0.0585, [0:49.2, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:49.2, 6:0.0, 7:49.2]
2024-11-21 23:45:00, 4.012, 9580.5, 8463.0, 0.0585, [0:49.3, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:49.3, 6:0.0, 7:49.3]
=== L1 safety ===
  mean(L1) = 2.135
  min(L1) = 0.403, max(L1) = 4.012
  violations below 0.0: 0
  violations above 8.0: 0
  violations below 0.1 (safe limit): 0

=== Daily flush ===
  days simulated: 7
  days with successful flush: 7
  days without flush: 0

=== Pump switching ===
  total on/off events: 32
  avg switches per timestep: 0.048
  avg switches per day: 4.6

=== Cost comparison (proxy: price * flow) ===
  baseline_cost   ≈ 36,240.66
  controller_cost ≈ 29,629.49
  absolute saving ≈ 6,611.18
  relative saving ≈ 18.24%

=== Pump runtimes over 7 days (hours) ===
Pump 0: small runtime = 45.33 h
Pump 1: small runtime = 52.17 h
Pump 2: big runtime = 22.82 h
Pump 3: big runtime = 27.60 h
Pump 4: big runtime = 29.30 h
Pump 5: big runtime = 32.22 h
Pump 6: big runtime = 23.30 h
Pump 7: big runtime = 37.42 h

=== Pump switching intervals over 7 days ===
 pump_index  size  runtime_h  switches  avg_minutes_between_switches
          0 small  45.333333        82                    122.560976
          1 small  52.166667        72                    139.583333
          2   big  22.816667        66                    152.272727
          3   big  27.600000        41                    245.121951
          4   big  29.300000        44                    228.409091
          5   big  32.216667        49                    205.102041
          6   big  23.300000        36                    279.166667
          7   big  37.416667        39                    257.692308
